"spp","ID","Nucleotide_diversity","TajimasD","D_pvalue","R2","R2_pvalue","Latitude","Longitude","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","trend.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","Nperiodes","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","Name","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Extent","NtempUnits","LogNtempUnits","Grain","ContinuousGrain","Quality","PrAb","StartF","ExtentF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","shift_sign","shift_vel_sign","lag","lag2","lag3","overlap_SA","dist_cent","dist_N","dist_S","dist_edge"
"Agrostis stolonifera","A243_P1",0.000942722681459659,-3.739723432862,0.000184222834922626,0.00369166566349665,0,45.54,-73.15,"Agrostis stolonifera","A243","P1","ELE","LE","1.298869862",1.298869862,"m/year",21,0.408644090032211,5.89618115342723,0.0320405078970866,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573966159586,"vascular.plant","N",1.298869862,5.89618115342723,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S22416","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"pos","pospos",4.59731129142723,4.59731129142723,4.59731129142723,0,6223156.82480814,1160001.50717777,1032113.91210592,6210339.00396682
"Agrotis cinerea","A129_P2",0.0042074732791297,-2.44303430325949,0.0145643528597988,0.146359568507633,0.511111111111111,44.38,7.14,"Agrotis cinerea","A129","P2","LAT","LE","-53",-2.52380952380952,"km/year",21,0.315374023,NA,0.017764722,1970.5,1990.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",2.52380952380952,0.315374023,"pos","A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S4915","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"neg","negpos",2.83918354680952,0.315374023,0,0,1288984.73618609,1744238.9580236,1121893.24172684,1311218.81017437
"Agrotis cinerea","A129_P3",0.0042074732791297,-2.44303430325949,0.0145643528597988,0.146359568507633,0.511111111111111,44.38,7.14,"Agrotis cinerea","A129","P3","LAT","LE","-7",-0.4375,"km/year",16,0.541506868,NA,0.038157475,1990.5,2005.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",0.4375,0.541506868,"pos","A129_P3","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.99e+03,2.01e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S6119","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"neg","negpos",0.979006868,0.541506868,0,0,1288984.73618609,1744238.9580236,1121893.24172684,1311218.81017437
"Agrotis cinerea","A229_P1",0.0042074732791297,-2.44303430325949,0.0145643528597988,0.146359568507633,0.511111111111111,44.38,7.14,"Agrotis cinerea","A229","P1","LAT","LE","0",0,"km/year",42,1.038539543,NA,0.031940981,1973,2014,"TWO","OPPORTUNISTIC","no",2,416,"large","occurrence-based",4.36480723892521,"other.animal","N",0,1.038539543,"pos","A229_P1","Forsman_al_2016_SR","10.1038/srep36265",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S20529","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negpos",1.038539543,1.038539543,0,0,2142614.33178332,1744238.9580236,1121893.24172684,2145065.18674112
"Agrotis cinerea","A7_P1",0.0042074732791297,-2.44303430325949,0.0145643528597988,0.146359568507633,0.511111111111111,44.38,7.14,"Agrotis cinerea","A7","P1","LAT","LE","0",0,"km/year",38,0.973356303,NA,0.029905708,1973,2010,"TWO","OPPORTUNISTIC","yes",2,282,"large","occurrence-based",4.36480723892521,"other.animal","N",0,0.973356303,"pos","A7_P1","Betzholtz_al_2013_PRSLB","10.1098/rspb.2012.2305",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S28305","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negpos",0.973356303,0.973356303,0,0,2142614.33178332,1744238.9580236,1121893.24172684,2145065.18674112
"Agrotis clavis","A129_P2",0.000897487897919889,-3.98507949441454,6.74575385451764e-05,0.0984146157099429,0.11491935483871,44.28,6.74,"Agrotis clavis","A129","P2","LAT","LE","-217",-10.3333333333333,"km/year",21,0.315374023,NA,0.017764722,1970.5,1990.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",10.3333333333333,0.315374023,"pos","A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S5093","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"neg","negpos",10.6487073563333,0.315374023,0,0,1283014.05826511,1743637.71400676,1103827.00484819,1304819.54520262
"Agrotis clavis","A129_P3",0.000897487897919889,-3.98507949441454,6.74575385451764e-05,0.0984146157099429,0.11491935483871,44.28,6.74,"Agrotis clavis","A129","P3","LAT","LE","5",0.3125,"km/year",16,0.541506868,NA,0.038157475,1990.5,2005.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",0.3125,0.541506868,"pos","A129_P3","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.99e+03,2.01e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S5552","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"pos","pospos",0.229006868,0.229006868,0.229006868,0,1283014.05826511,1743637.71400676,1103827.00484819,1304819.54520262
"Agrotis clavis","A229_P1",0.000897487897919889,-3.98507949441454,6.74575385451764e-05,0.0984146157099429,0.11491935483871,44.28,6.74,"Agrotis clavis","A229","P1","LAT","LE","91",2.16666666666667,"km/year",42,1.038539543,NA,0.031940981,1973,2014,"TWO","OPPORTUNISTIC","no",2,416,"large","occurrence-based",4.36480723892521,"other.animal","N",2.16666666666667,1.038539543,"pos","A229_P1","Forsman_al_2016_SR","10.1038/srep36265",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S20719","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"pos","pospos",-1.12812712366667,-1.12812712366667,0,0,2160931.18721744,1743637.71400676,1103827.00484819,2163324.60827536
"Agrotis ipsilon","A129_P2",0.00232747229226114,-3.17803118133348,0.00148278803270538,0.0125675025740901,0,36.73,-95.95,"Agrotis ipsilon","A129","P2","LAT","LE","21",1,"km/year",21,0.315374023,NA,0.017764722,1970.5,1990.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",1,0.315374023,"pos","A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S5143","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"pos","pospos",-0.684625977,-0.684625977,0,0,6999478.73513209,6746414.34996546,7041843.97811826,6976345.67906824
"Agrotis ipsilon","A129_P3",0.00232747229226114,-3.17803118133348,0.00148278803270538,0.0125675025740901,0,36.73,-95.95,"Agrotis ipsilon","A129","P3","LAT","LE","57",3.5625,"km/year",16,0.541506868,NA,0.038157475,1990.5,2005.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",3.5625,0.541506868,"pos","A129_P3","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.99e+03,2.01e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S6008","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"pos","pospos",-3.020993132,-3.020993132,0,0,6999478.73513209,6746414.34996546,7041843.97811826,6976345.67906824
"Agrotis ipsilon","A229_P1",0.00232747229226114,-3.17803118133348,0.00148278803270538,0.0125675025740901,0,36.73,-95.95,"Agrotis ipsilon","A229","P1","LAT","LE","0",0,"km/year",42,1.038539543,NA,0.031940981,1973,2014,"TWO","OPPORTUNISTIC","no",2,416,"large","occurrence-based",4.36480723892521,"other.animal","N",0,1.038539543,"pos","A229_P1","Forsman_al_2016_SR","10.1038/srep36265",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S20720","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negpos",1.038539543,1.038539543,0,0,7469097.88017448,6746414.34996546,7041843.97811826,7454220.05789988
"Agrotis puta","A129_P2",0.000917344692876322,-3.73635825073611,0.000186704618448555,0.0606137217550136,0.0170340681362725,50.73,-2.73,"Agrotis puta","A129","P2","LAT","LE","-45",-2.14285714285714,"km/year",21,0.315374023,NA,0.017764722,1970.5,1990.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",2.14285714285714,0.315374023,"pos","A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S4724","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"neg","negpos",2.45823116585714,0.315374023,0,1,369728.542517413,884507.729046748,197863.775904832,419697.360144085
"Agrotis puta","A129_P3",0.000917344692876322,-3.73635825073611,0.000186704618448555,0.0606137217550136,0.0170340681362725,50.73,-2.73,"Agrotis puta","A129","P3","LAT","LE","114",7.125,"km/year",16,0.541506868,NA,0.038157475,1990.5,2005.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",7.125,0.541506868,"pos","A129_P3","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.99e+03,2.01e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S5613","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"pos","pospos",-6.583493132,-6.583493132,0,1,369728.542517413,884507.729046748,197863.775904832,419697.360144085
"Agrotis puta","A28_P1",0.000917344692876322,-3.73635825073611,0.000186704618448555,0.0606137217550136,0.0170340681362725,50.73,-2.73,"Agrotis puta","A28","P1","LAT","LE","262",10.0769230769231,"km/year",26,0.390294348,NA,0.023062604,1971,1996,"TWO","OPPORTUNISTIC","yes",2,12,"large","occurrence-based",3.52107990400134,"other.animal","N",10.0769230769231,0.390294348,"pos","A28_P1","Fox_al_2011_JIC","10.1007/s10841-010-9309-z",-2.89838,54.1715,245636.94,1088.73,1749,0,1749,149.26,1088.73,2,0.693147180559945,"large",3,"RAW","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S24077","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.89840654,54.17150034,-0.88300926946215,60.8468823768203,-5.23062578305343,49.9531228302545,"pos","pospos",-9.6866287289231,-9.6866287289231,0,1,383126.561472055,884507.729046748,197863.775904832,463827.92579352
"Agrotis puta","A7_P1",0.000917344692876322,-3.73635825073611,0.000186704618448555,0.0606137217550136,0.0170340681362725,50.73,-2.73,"Agrotis puta","A7","P1","LAT","LE","166",4.36842105263158,"km/year",38,0.973356303,NA,0.029905708,1973,2010,"TWO","OPPORTUNISTIC","yes",2,282,"large","occurrence-based",4.36480723892521,"other.animal","N",4.36842105263158,0.973356303,"pos","A7_P1","Betzholtz_al_2013_PRSLB","10.1098/rspb.2012.2305",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S28154","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"pos","pospos",-3.39506474963158,-3.39506474963158,0,0,1782534.26469303,884507.729046748,197863.775904832,1794057.93941649
"Agrotis segetum","A129_P2",0.00148206136361584,-3.57441614277319,0.000351010284819794,0.0285751894191399,0,48.19,11.46,"Agrotis segetum","A129","P2","LAT","LE","-57",-2.71428571428571,"km/year",21,0.315374023,NA,0.017764722,1970.5,1990.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",2.71428571428571,0.315374023,"pos","A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S5465","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"neg","negpos",3.02965973728571,0.315374023,0,0,1181852.02123743,1520192.16270041,1232519.63898021,1214384.75758826
"Agrotis segetum","A129_P3",0.00148206136361584,-3.57441614277319,0.000351010284819794,0.0285751894191399,0,48.19,11.46,"Agrotis segetum","A129","P3","LAT","LE","96",6,"km/year",16,0.541506868,NA,0.038157475,1990.5,2005.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",6,0.541506868,"pos","A129_P3","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.99e+03,2.01e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S6260","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"pos","pospos",-5.458493132,-5.458493132,0,0,1181852.02123743,1520192.16270041,1232519.63898021,1214384.75758826
"Agrotis segetum","A229_P1",0.00148206136361584,-3.57441614277319,0.000351010284819794,0.0285751894191399,0,48.19,11.46,"Agrotis segetum","A229","P1","LAT","LE","0",0,"km/year",42,1.038539543,NA,0.031940981,1973,2014,"TWO","OPPORTUNISTIC","no",2,416,"large","occurrence-based",4.36480723892521,"other.animal","N",0,1.038539543,"pos","A229_P1","Forsman_al_2016_SR","10.1038/srep36265",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S20899","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negpos",1.038539543,1.038539543,0,0,1660846.15364063,1520192.16270041,1232519.63898021,1664758.31378848
"Agrotis vestigialis","A129_P2",0.0095055592481685,-2.35193890296049,0.0186758422196028,0.144888594885478,0.490374873353597,46.11,12.82,"Agrotis vestigialis","A129","P2","LAT","LE","0",0,"km/year",21,0.315374023,NA,0.017764722,1970.5,1990.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",0,0.315374023,"pos","A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S5519","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"neg","negpos",0.315374023,0.315374023,0,0,1412587.64831948,1770150.51199478,1408325.88489066,1440448.28417159
"Agrotis vestigialis","A129_P3",0.0095055592481685,-2.35193890296049,0.0186758422196028,0.144888594885478,0.490374873353597,46.11,12.82,"Agrotis vestigialis","A129","P3","LAT","LE","29",1.8125,"km/year",16,0.541506868,NA,0.038157475,1990.5,2005.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",1.8125,0.541506868,"pos","A129_P3","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.99e+03,2.01e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S6384","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"pos","pospos",-1.270993132,-1.270993132,0,0,1412587.64831948,1770150.51199478,1408325.88489066,1440448.28417159
"Agrotis vestigialis","A229_P1",0.0095055592481685,-2.35193890296049,0.0186758422196028,0.144888594885478,0.490374873353597,46.11,12.82,"Agrotis vestigialis","A229","P1","LAT","LE","0",0,"km/year",42,1.038539543,NA,0.031940981,1973,2014,"TWO","OPPORTUNISTIC","no",2,416,"large","occurrence-based",4.36480723892521,"other.animal","N",0,1.038539543,"pos","A229_P1","Forsman_al_2016_SR","10.1038/srep36265",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S20837","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negpos",1.038539543,1.038539543,0,0,1876044.1656424,1770150.51199478,1408325.88489066,1881018.49811054
"Agrypnus murinus","A34_P1",0.00099636626406109,-2.27715027684038,0.0227772532282682,0.0501522160758489,0,47.25,11.43,"Agrypnus murinus","A34","P1","ELE","LE","-116",-1.11004784688995,"m/year",104.5,0.122997677,2.83193216,0.015395825,1903,2006.5,"TWO","OPPORTUNISTIC","no",2,654,"small","occurrence-based",-4.9140771206328,"other.animal","N",1.11004784688995,2.83193216,"pos","A34_P1","Bassler_al_2013_PLoSONE","10.1371/journal.pone.0065842",13.46224,48.91963,59.85,10.33,747.67,622.19,1369.86,1113.49,747.67,2,0.693147180559945,"small",1,"RAW","occurrence","[1.8e+03,1.94e+03]","[33.8,880]","[1.54e-05,4.85]","(277,1.33e+03]","S25652","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Agrypnus","Insect","T",13.46224319,48.9196343,13.4108323721163,48.9722603325484,13.5192182217436,48.8743775607759,"neg","negpos",3.94198000688995,2.83193216,0,0,239543.948454055,241704.801481842,238458.449523621,266283.184440102
"Agyneta rurestris","A129_P2",0.00344613470597391,-4.38555269452058,1.15691645944453e-05,0.24370434280467,0.978851963746224,42.59,0.15,"Agyneta rurestris","A129","P2","LAT","LE","93",4.428571,"km/year",21,0.315374,NA,0.01776472,1970.5,1990.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492554916788,"other.animal","N",4.428571,0.315374,"pos","A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S4696","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Spider","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"pos","pospos",-4.113197,-4.113197,0,0,1291396.56869193,1805100.14165647,916961.155257176,1307450.30165707
"Agyneta rurestris","A134_P1",0.00344613470597391,-4.38555269452058,1.15691645944453e-05,0.24370434280467,0.978851963746224,42.59,0.15,"Agyneta rurestris","A134","P1","LAT","LE","332",10.70968,"km/year",31,0.31115,NA,0.0163616,1964.5,1994.5,"TWO","OPPORTUNISTIC","yes",2,924,"large","occurrence-based",3.52107984161394,"other.animal","N",10.70968,0.31115,"pos","A134_P1","Hassall_2015_FS","10.1086/682210.",-2.89838,54.1715,245636.94,1088.73,1749,0,1749,149.26,1088.73,2,0.693147180559945,"large",3,"RAW","occurrence","(1.94e+03,1.97e+03]","(880,1.75e+03]","(31.3,62.4]","(277,1.33e+03]","S7166","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Spider","T",-2.89840654,54.17150034,-0.88300926946215,60.8468823768203,-5.23062578305343,49.9531228302545,"pos","pospos",-10.39853,-10.39853,0,0,1307155.81627994,1805100.14165647,916961.155257176,1355565.50145979
"Aix sponsa","A10_P1",0.000688732171205524,-5.12617976840549,2.95680299321939e-07,0.189036804829766,0.709278350515464,29.48,-93.18,"Aix sponsa","A10","P1","LAT","O","1.64",1.64,"km/year",30,1.019699697,NA,0.025242316,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177088108,"vertebrate","N",1.64,1.019699697,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S42","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"pos","pospos",-0.620300303,-0.620300303,0,1,1240748.43561633,2215364.70696528,1290094.19501552,1703879.05560716
"Aix sponsa","A10_P1",0.000688732171205524,-5.12617976840549,2.95680299321939e-07,0.189036804829766,0.709278350515464,29.48,-93.18,"Aix sponsa","A10","P1","LAT","O","-0.39",-0.39,"km/year",30,1.019699697,NA,0.025242316,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177088108,"vertebrate","N",0.39,1.019699697,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S214","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"neg","negpos",1.409699697,1.019699697,0,1,1240748.43561633,2215364.70696528,1290094.19501552,1703879.05560716
"Aix sponsa","A10_P1",0.000688732171205524,-5.12617976840549,2.95680299321939e-07,0.189036804829766,0.709278350515464,29.48,-93.18,"Aix sponsa","A10","P1","LAT","LE","7.02",7.02,"km/year",30,1.019699697,NA,0.025242316,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177088108,"vertebrate","N",7.02,1.019699697,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S292","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"pos","pospos",-6.000300303,-6.000300303,0,1,1240748.43561633,2215364.70696528,1290094.19501552,1703879.05560716
